timestep,reward
0,-20.5695
5000,2.505
10000,1.904
15000,4.3895
20000,3.6185
25000,5.0315
30000,3.2355
35000,5.482
40000,4.602
45000,5.575
50000,3.782
55000,5.327
60000,7.4145
65000,5.853
70000,3.942
75000,7.4105
80000,6.1035
85000,5.793
90000,7.119
95000,3.831
